Property Id,Property Name,Year Ending,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu)
4952030,AKAM - 375 West End Avenue,12/31/2021,1-01186-0033,1031100,375 West End Avenue,New York,10024,49,50,68.8,74.9,68.6,5597152.1,6094069,3.4,93,98.9,92.8,7572896.8,8051946.6,969078.3,284020.6,276867.2,284020.6,969078.3
4952034,AKAM - 225 Central Park West,12/31/2021,1-01196-0029,1031181,225 Central Park West,New York,10024,90,50,53,57.4,74.9,13821839,14972481.7,5.1,85.1,89.4,120.4,22208284.1,23328534.6,4593323.6,1346226,1339365.8,1346226,4593323.1
4952037,AKAM - 35 West 92nd Street,12/31/2021,1-01206-0017,1031635,35 West 92nd Street,New York,10025,80,50,68.1,74.4,85.7,7196583,7855435.2,3.2,91.6,97.5,115.2,9677802.2,10296865.5,1212222.9,355282.2,343101.4,355282.2,1212222.9
4952039,AKAM - 50 West 96th Street,12/31/2021,1-01209-0053,1031740,50 West 96th Street,New York,10025,96,50,55.3,60.2,88.8,6415311.7,6980289.8,2.5,73.6,78.2,118.1,8528313.3,9060876,1024134.9,300156.7,289996.9,300156.8,1024135
4952041,AKAM - 55 West 95th Street,12/31/2021,1-01209-0109,1031741,55 West 95th Street,New York,10025,80,50,57.6,62,72.7,3991770.1,4296850.8,2.7,77.4,81.2,97.6,5363714.3,5625467.7,669917.5,196341.6,186530.6,196341.6,669917.5
4952043,AKAM - 102 West 85th Street,12/31/2021,1-01215-0035,1032131,102 West 85th Street,New York,10024,70,50,87.2,95.5,100.4,5617487.2,6151823.7,4.1,114.1,121.5,131.4,7352765.6,7828168.6,935552.9,274194.8,263659.7,274194.9,935553
4952044,AKAM - 221 West 82nd Street,12/31/2021,1-01230-7501,1076247,221 West 82nd Street,New York,10024,25,50,84.9,91.1,71.8,13751732.6,14757377.4,5.8,123.7,130.2,104.6,20033048.3,21088975.3,3196416.6,936816,936816,936816.1,3196416.5
4952160,AKAM - 2373 Broadway,12/31/2021,1-01234-7501,1076251,2373 Broadway,New York,10024,61,50,62.8,66.8,68.2,31570757.4,33546821.1,6.2,102.7,105.3,111.4,51612014.4,52890957,11013641.1,3227913.2,3110535.5,3227914,11013642.6
4952193,AKAM - 588 West End Avenue,12/31/2021,1-01236-0003,1033289,588 West End Avenue,New York,10024,72,50,72.6,78.1,85.1,5010216.3,5390663.3,2.9,92.1,96.9,108,6357922.7,6691522.8,722128,211643.6,203336.1,211643.6,722128
4952304,AKAM - 250 West 89th Street,12/31/2021,1-01236-7501,1071151,250 West 89th Street,New York,10024,47,50,76,81.2,74.9,12533051,13379098.5,6.2,116.6,120,114.8,19215438.3,19779827.5,3658668.9,1072294.4,1024773.3,1072295,3658670.5
4952310,AKAM - 250 West 90th Street,12/31/2021,1-01237-7502,1033386,250 West 90th Street,New York,10024,26,50,94.9,102.2,80,16521399.4,17789082.7,7.8,147.7,153.7,124.6,25715643.8,26754080.8,4781814,1401469.3,1352460.7,1401470,4781815.6
4952319,AKAM - 639 West End Avenue,12/31/2021,1-01251-0054,1034101,639 West End Avenue,New York,10024,66,50,64.7,70.7,72.3,6100802.8,6669344,3,86.8,92.4,97,8186981.3,8716659.2,1017793.4,298298.1,287028.6,298298.2,1017793.5
4952327,AKAM - 685 West End Avenue,12/31/2021,1-01252-0050,1034135,685 West End Avenue,New York,10025,87,50,61.5,67.5,84,10250036.1,11251648.6,3.2,82.5,88,112.7,13746347.7,14678201.8,1876330.8,549921,537044.2,549921.1,1876330.8
4952332,AKAM - 150 East 49th Street,12/31/2021,1-01303-0041,1036229,150 East 49th Street,New York,10017,72,50,62.1,67.8,72.6,3895461,4250531.1,3.6,87.2,92.7,101.8,5465045,5811972.3,785606.3,230248,225911,230248,785606.2
4952352,AKAM - 212 East 47th Street,12/31/2021,1-01320-7506,1037599,212 East 47th Street,New York,10017,60,50,73.9,Not Available,79.6,18626440,Not Available,6.5,116,Not Available,125,29249208.4,Not Available,5802992.1,1700759.5,1638440,1700760,5802993.1
4952359,AKAM - 301 East 45th Street,12/31/2021,1-01338-7501,1038781,301 East 45th Street,New York,10017,26,50,104.4,113.2,89.1,8184659,8879416.7,7.4,156.1,163.3,133.3,12241611.9,12810580.8,2084411.4,610906,584021.6,610906,2084411.3
4952360,AKAM - 317-321 East 50th Street,12/31/2021,1-01343-7501,1039641,317-321 East 50th Street,New York,10022,78,50,71.7,78.2,88,7185943.2,7834664.7,3.2,95.1,101.3,116.7,9522777.5,10142348.3,1130021.2,331190.2,320875.9,331190.3,1130021.3
4952365,AKAM - 322 East 57th Street,12/31/2021,1-01349-0041,1039990,322 East 57th Street,New York,10022,5,50,87.4,91,58,8520141.5,8872313.3,8.7,151.4,155,100.5,14762116,15112944.6,2932370.4,859428.5,846058.9,859428.6,2932370.4
4952370,AKAM - 333 East 57th Street,12/31/2021,1-01350-0014,1040001,333 East 57th Street,New York,10022,86,50,49.7,53.2,66.9,5216509.6,5587053.5,3,76.5,80.2,102.9,8027404.4,8425688.4,1108522.7,324889.4,316172.7,324889.4,1108522.6
4952381,AKAM - 400 East 54th Street,12/31/2021,1-01365-7502,1076281,400 East 54th Street,New York,10022,60,50,76.6,82.6,82.5,18694328.2,20154447.6,4.9,119.8,125.9,129.1,29235003.8,30710837.6,4256706.6,1247569.2,1196201.1,1247569,4256705.4
4952396,AKAM - 50 Sutton Place South,12/31/2021,1-01366-0025,1040353,50 Sutton Place South,New York,10022,66,50,66.8,73.3,74.7,21370591.9,23431085.2,4.1,93.7,99.2,104.7,29952851.7,31704703.7,4668305,1368201.8,1314254.2,1368202,4668305.2
4952415,AKAM - 521 Park Avenue,12/31/2021,1-01395-7502,1041910,521 Park Avenue,New York,10022,1,50,133.3,146.6,67.7,7191061.6,7912701.8,10.4,218.1,232.9,110.8,11766627.4,12565785.5,1955370.5,573086.2,560422.1,573086.3,1955370.5
4952433,AKAM - 166 East 63rd Street,12/31/2021,1-01397-7503,1042051,166 East 63rd Street,New York,10065,67,50,70.2,75.6,79.4,12900603.6,13888650.7,5.4,105.2,109.2,119,19343735.8,20082512.3,3522178,1032291.2,989859.5,1032291,3522176.9
4952438,AKAM - 157 East 74th Street,12/31/2021,1-01409-7501,1082906,157 East 74th Street,New York,10021,6,50,108.1,113.3,63.3,6338277.6,6645553.7,13.3,192.7,198.2,112.8,11298303.9,11620943.8,2653207.1,777610.4,777610.4,777610.5,2653207
4952497,AKAM - 350 East 62nd Street,12/31/2021,1-01436-7502,1072390,350 East 62nd Street,New York,10065,3,50,136.7,144,87.1,9239210.4,9731730.6,10.8,206.7,212.8,131.7,13973787,14387848.2,2539765.4,744362.6,730709.8,744362.7,2539765.5
4952500,AKAM - 315 East 65th Street,12/31/2021,1-01440-0005,1078375,315 East 65th Street,New York,10065,24,50,83.4,82.9,70.2,12903931.6,12824629.9,4.9,117.2,116.3,98.5,18115491.8,17990809.3,2609350.6,764756.8,757820.7,764756.9,2609350.5
4952506,AKAM - 310 East 70th Street,12/31/2021,1-01444-0043,1044830,310 East 70th Street,New York,10021,66,50,72,77.3,80.6,8572649.3,9202396.8,4.8,113.3,118.7,126.7,13479812.7,14125168.1,2007057.2,588234.7,567632.7,588234.8,2007057.1
4952513,AKAM - 300 East 71st Street,12/31/2021,1-01445-7501,1044853,300 East 71st Street,New York,10021,55,50,65.9,70.5,68.5,22417791.5,23977917.2,5.8,103.2,106.8,107.4,35132760.2,36333508.5,6964217.6,2041095.2,1979517.4,2041095,6964216.1
4952517,AKAM - 305 East 72nd Street,12/31/2021,1-01447-7501,1076314,305 East 72nd Street,New York,10021,38,50,76.4,80.5,70.7,14902909.8,15699884,6.9,122.7,125.8,113.5,23917915.4,24534138.9,4728735,1385912.8,1348967.7,1385913,4728735.2
4952519,AKAM - 343 East 74th Street,12/31/2021,1-01449-7502,1072675,343 East 74th Street,New York,10021,27,50,79.8,87.1,68.4,15071450.6,16442756.6,6.1,119.5,125.3,102.4,22563109,23653151.9,4097643.8,1200950.6,1152635.4,1200951,4097644.8
4952523,AKAM - 404 East 76th Street,12/31/2021,1-01470-7501,1081245,404 East 76th Street,404 East 76th Street,10021,7,50,101.2,105.3,69.6,18856318.7,19619370.6,9.4,164.4,166.9,113,30616195.3,31080325.1,6181177.5,1811599.3,1755147.3,1811600,6181179.2
4952524,AKAM - 178 East 80th Street,12/31/2021,1-01508-0038,1047479,178 East 80th Street,New York,10075,35,50,89.8,95.7,81.8,12476851.7,13296539.9,5.6,126.4,130.9,115.1,17554696,18176536.7,2761698.2,809407.3,775625.7,809407.4,2761698
4952526,AKAM - 969 Park Avenue,12/31/2021,1-01511-0001,1047601,969 Park Avenue,New York,10028,68,50,71.5,77.3,81,9969286.8,10776913.3,4.1,100.6,105.8,114,14022268.6,14741331.3,2031152.8,595296.8,573701.5,595296.8,2031152.7
4952565,AKAM - 152 East 94th Street,12/31/2021,1-01522-0044,1048402,152 East 94th Street,New York,10128,85,50,49.9,53.9,66.2,7072661.4,7635744.5,3.1,71.4,74.8,94.6,10112285.1,10601168.8,1534851.8,449839.3,432697.5,449839.3,1534851.7
4952570,AKAM - 401 East 84th Street,12/31/2021,1-01564-7502,1073786,401 East 84th Street,New York,10028,45,50,67.7,72.5,65.9,7996784.7,8562012.8,5.6,113.1,117.5,109.9,13349953,13876714.9,2360234.2,691745,663790.2,691745.1,2360234.3
4952573,AKAM - 60 East End Avenue,12/31/2021,1-01579-0023,1051164,60 East End Avenue,New York,10028,59,50,91.5,91.9,97.6,32325342.5,32493178.5,5,126.3,126.5,134.8,44649436.8,44722400.8,6118758.4,1793305.3,1776011.1,1793306,6118760.1
4952576,AKAM - 500 East 83rd Street,12/31/2021,1-01579-0049,1051175,500 East 83rd Street,New York,10028,26,50,93.4,93,79.5,26028754.5,25926122.9,4.9,128.1,127,109,35681711.2,35394342.5,4772296.6,1398679.9,1368600.3,1398680,4772296.2
4952578,AKAM - 55 East End Avenue,12/31/2021,1-01589-0041,1051380,55 East End Avenue,New York,10028,84,50,59.8,65.1,78.2,13398650.5,14586345.8,3.8,86.3,91.2,112.8,19320417.8,20419805.5,3001048.4,879556.9,854821.9,879557,3001048.5
4952602,AKAM - 130 Malcolm X Blvd,12/31/2021,1-01600-7501,1085936,130 Malcolm X Blvd,New York,10026,18,50,67.2,69.4,53,27610680.6,28485122.7,9.6,129.1,130.1,101.7,53009644.5,53426426.9,13724817.1,4022513.3,3938543.8,4022514,13724817.8
4952604,AKAM - 392 Central Park West,12/31/2021,1-01833-7503,1055287,392 Central Park West,New York,10025,88,50,59.7,64.2,82.3,24359699.4,26168440.9,3.6,85.5,89.1,117.8,34878209.3,36321578.5,5314585.6,1557615.8,1481278.6,1557616,5314585.8
4952606,AKAM - 207-215 West 98th Street,12/31/2021,1-01870-7502,1082691,207-215 West 98th Street,New York,10025,39,50,70.6,77,65.7,11500923.5,12542735.6,5,105,111,97.6,17091832.7,18077213.6,2866207.5,840037.3,821862.4,840037.4,2866207.6
4952611,AKAM - 885 West End Avenue,12/31/2021,1-01890-0053,1057197,885 West End Avenue,New York,10025,86,50,70.2,76.3,94.8,7445224.3,8091942.9,3.6,95.8,101.6,129.3,10152201,10774878.2,1334123.2,391009.1,381567.2,391009.1,1334123
4952617,AKAM - 390 Riverside Drive,12/31/2021,1-01894-0031,1057323,390 Riverside Drive,New York,10025,95,50,52.1,56.2,80.9,8745406.6,9429634.6,2.3,69,72.9,107.1,11573342.4,12232896.2,1366094.6,400379.4,390517.4,400379.4,1366094.5
4952650,AKAM - 300 West 145th Street,12/31/2021,1-02044-7501,1060788,300 West 145th Street,New York,10030,14,50,65.5,66.8,48.6,20248581.8,20643863.9,9.5,126.6,127,93.8,39113940.8,39230972.4,10201674.2,2989939.3,2940029,2989940,10201675.3
4952670,AKAM - 84-25 Elmhurst Avenue,12/31/2021,4-01518-7501,4037525,84-25 Elmhurst Avenue,Queens,11373,48,50,86.9,Not Available,86.2,11915265.3,Not Available,4,116,Not Available,115.1,15900017.9,Not Available,1936565.3,567574.8,544869.1,567574.8,1936565.2
4952684,AKAM - 67-87 - 68-09 Booth Street,12/31/2021,4-03173-0070,4075226,67-87 - 68-09 Booth Street,Queens,11375,86,50,59.7,Not Available,80.5,8180681.9,Not Available,2.2,76.2,Not Available,102.8,10438742.4,Not Available,1059744,310593.2,306514.6,310593.2,1059744
4952692,AKAM - 78-10 34th Avenue,12/31/2021,4-01265-0001,4029132,78-10 34th Avenue,Queens,11372,72,50,68,74.4,79.3,5153689.3,5643344.6,2.6,87.6,93.9,102.3,6645104.6,7119072.5,704989.1,206620.5,199892.9,206620.5,704989.1
4952700,AKAM - 34-20 79th Street,12/31/2021,4-01265-0011,4029133,34-20 79th Street,Queens,11372,74,50,66.5,72.3,78.9,5044418.5,5485263.1,2.6,86.2,91.7,102.3,6539346.8,6955134.7,710118.5,208123.8,200235.9,208123.8,710118.4
4952704,AKAM - 34-40 79th Street,12/31/2021,4-01265-0030,4029134,34-40 79th Street,Queens,11372,72,50,67.3,73.8,79,5102041.6,5597974.7,2.6,87,93.3,102.3,6600941.1,7074680.2,710741.4,208306.4,200436.5,208306.4,710741.4
4952710,AKAM - 78-11 35th Avenue,12/31/2021,4-01265-0033,4029135,78-11 35th Avenue,Queens,11372,78,50,63.1,69,78.1,4785008.4,5236267.3,2.7,82.6,88.5,102.3,6266774,6709296,710008.7,208091.6,202849.7,208091.6,710008.5
4952713,AKAM - 34-41 78th Street,12/31/2021,4-01265-0052,4029136,34-41 78th Street,Queens,11372,76,50,65.6,71.9,79.8,4976842,5450445.2,2.5,84.1,90.1,102.3,6379182.1,6834921.9,659141.7,193183.4,186225.8,193183.4,659141.8
4952715,AKAM - 34-21 78th Street,12/31/2021,4-01265-0058,4029137,34-21 78th Street,Queens,11372,73,50,67.4,73.7,79.4,5114118.9,5589216.6,2.6,86.8,92.7,102.3,6582608.3,7032128.6,693019.1,203112.3,194850.3,203112.3,693019.2
4952724,AKAM - 80-35 Springfield Boulevard,12/31/2021,4-07912-0002,4165855,80-35 Springfield Boulevard,Queens,11427,82,50,66.8,70.5,85.7,7154575.4,7553746.2,3.3,90.5,94,116.2,9693791.9,10067339.1,1246564.4,365347.1,357713.2,365347.1,1246564.3
4952730,AKAM - 226-26 Union Turnpike,12/31/2021,4-07912-0050,4453359;4453360,226-26 Union Turnpike,Queens,11364,58,50,75.5,80.9,79.9,16169885.6,17326865.4,3.5,101.3,106,107.2,21683766.4,22705329.8,2688792.3,788039.8,755672.5,788039.9,2688792.1
4952744,AKAM - 213-05 75th Ave,12/31/2021,4-07732-0002,4453063;4453064;4453065;4453066;4453067;4453068;4444443;4444445;4444446;4444447;4444448;4444449;4444444;4444450,213-05 75th Ave,Queens,11364,85,50,63,68.2,83.1,35776752.3,38716782.5,3.2,85.9,90.8,113.3,48758348.1,51566452.1,6395861.8,1874519.6,1827805.9,1874520,6395862.2
4952750,AKAM - 212-03 75th Avenue,12/31/2021,4-07732-0150,4444452;4444455;4453069;4453070;4453071;4444454;4444456;4444453,212-03 75th Avenue,Queens,11364,76,50,72.1,77.7,87.4,17556436,18923955.3,3.4,96.7,102,117.2,23544927.9,24838121.1,2920382.9,855915.2,832016,855915.3,2920383
4952760,AKAM - 213-06 75th Avenue,12/31/2021,4-07748-0500,4453145;4453146;4453147;4453148;4444504;4444507;4444508;4444509;4444510;4444511;4444512;4444505;4556865;4444506,213-06 75th Avenue,Queens,11364,88,50,52.2,55.8,71.6,39255646.7,41944419.5,3,73.2,76.5,100.5,55099278.8,57521326.9,7931914.2,2324710.8,2257525.5,2324711,7931913.9
4952764,AKAM - 73-11 Bell Boulevard,12/31/2021,4-07738-0001,4453072;4453073;4444457;4444459;4444458,73-11 Bell Boulevard,Queens,11364,75,50,66.7,72.6,80,12634491.4,13738044.3,3.5,91.5,97.2,109.7,17329484.8,18401743,2321867.9,680500.5,666018.4,680500.6,2321868
4952765,AKAM - 75-05 210 Street,12/31/2021,4-07748-0400,4444502;4444500;4444501;4444503;4453144;4556863;4444498,75-05 210 Street,Queens,11364,85,50,60.7,65,80.8,14774280.5,15815564,4,88,91.9,117.2,21418813.5,22367313.7,3374753.7,989083.6,964825.1,989083.7,3374753.6
4952780,AKAM - 22 Riverside Drive,12/31/2021,1-01184-7501,1030996,22 Riverside Drive,New York,10023,48,50,74.4,80.9,73.7,3918020.7,4260104.7,3.7,98,104,97.2,5162607.5,5479094.8,672371.7,197060.9,192309.7,197060.9,672371.8
4952784,AKAM - 124 East 79th Street,12/31/2021,1-01413-7501,1043270,124 East 79th Street,New York,10075,17,50,89,94.5,70.5,6748078.8,7164690.7,7.1,147.8,152.2,117,11202309.2,11535176.7,1938171.6,568045.5,537187.2,568045.6,1938171.6
4952798,AKAM - 151 West 21st Street,12/31/2021,1-00797-7508,1089626,151 West 21st Street,New York,10011,80,50,49.8,51.7,62.5,2808033.4,2916673.7,7,93.9,95.9,117.8,5292864.5,5406936.8,1339674,392635.9,392635.9,392636,1339674
4952805,AKAM - 310 Lexington Avenue,12/31/2021,1-00893-0020,1019089,310 Lexington Avenue,New York,10016,94,50,51.9,55.1,79,6070604.1,6437514,4.8,83.1,84.8,126.4,9710196.8,9919300.9,1995599.1,584876.6,558422.8,584876.6,1995599
4952810,AKAM - 514 West End Avenue,12/31/2021,1-01232-0061,1033124,514 West End Avenue,New York,10024,79,50,70.1,76.7,86.8,4842055.5,5299689.9,3.8,94.9,100.7,117.5,6553593.9,6953859,926470.6,271533,261375.3,271533,926470.6
4952816,AKAM - 473 West End Avenue,12/31/2021,1-01245-0025,1033803,473 West End Avenue,New York,10024,98,50,57.3,62.6,99,5757973.2,6282789.2,3.5,79.8,84.8,137.8,8014706.5,8514625.8,1225681.4,359226.6,354277.3,359226.7,1225681.5
4952822,AKAM - 420 East 55th Street,12/31/2021,1-01366-0016,1086869,420 East 55th Street,New York,10022,78,50,80.2,88.2,98.7,17504505.5,19244590,3.4,103.4,110.1,127.2,22561184,24040115.7,2721068.8,797499.5,751890.9,797499.6,2721068.6
4952828,AKAM - 241 East 76th Street,12/31/2021,1-01431-0021,1044075,241 East 76th Street,New York,10065,52,50,102.5,109.7,104.6,8310329.7,8893696,6.1,142.5,148.4,145.4,11553765.9,12034798.3,1752228.7,513548.8,495838.1,513548.9,1752228.8
4952835,AKAM - 444 East 75th Street,12/31/2021,1-01469-0028,1045901,444 East 75th Street,New York,10021,35,50,103.8,103.5,94.5,14305943.4,14264233.4,5.1,140.1,139.2,127.6,19307831.9,19191043.9,2449480.7,717901.7,705677.2,717901.7,2449480.6
4952838,AKAM - 21 East 87th Street,12/31/2021,1-01499-0014,1046915,21 East 87th Street,New York,10128,82,50,62.8,66,80.7,13085846.4,13743172.7,5.4,98.4,101.7,126.4,20488806.8,21178999.4,3856381.8,1130240.7,1130240.7,1130241,3856382.3
4952841,AKAM - 1120 Fifth Avenue,12/31/2021,1-01505-0001,1047101,1120 Fifth Avenue,New York,10128,90,50,59.7,64.4,85,10346635,11162722.4,4.7,92,96,130.9,15937371,16629439.8,2899088.2,849674,822070.1,849674.1,2899088
4952853,AKAM - 14-01 - 14-15 Bonnie Lane,12/31/2021,4-05843-7502,4450895;4450896;4450911;4450902;4446687;4446686;4446684;4446685;4446688;4450918;4450922;4450887;4450892;4450920;4450919;4450906;4450888;4450917;4450883;4450884;4450885;4450886;4450889;4450890;4450891;4450893;4450894;4450894;4450897;4450898;4450899;4450900;4450901;4450903;4450904;4450905;4450907;4450908;4450909;4450910;4450913;4450914;4450915;4450916;4450921;4450923;4450924;4450925;4450926,14-01 - 14-15 Bonnie Lane,Queens,11360,63,50,54.4,Not Available,59.6,9912733.3,Not Available,4.7,85.5,Not Available,93.7,15584956,Not Available,2958049.2,866954.5,851714.3,866954.6,2958049.1
4991914,AKAM - 605-611 West 111th Street,12/31/2021,1-01894-0036,1085324;1075649,605-611 West 111th Street,New York,10025,69,50,84,91.5,96.2,4853756.2,5286479.9,3.1,107,114.4,122.6,6182938.2,6612199.9,620853.8,181961.8,177758.5,181961.9,620854
5864817,AKAM - 1485 Pacific Street,12/31/2021,3-01203-0044,3397030,1485 Pacific Street,Brooklyn,11216,25,50,64.3,65.5,49.8,12409264.7,12646527.3,16.3,164.6,165.9,127.4,31762191.1,32011316.8,10704264.7,3137240.2,3137240.2,3137241,10704266.3
5864818,AKAM - 510 Waverly Avenue,12/31/2021,3-02011-0039,3057561,510 Waverly Avenue,Brooklyn,11238,33,50,74.5,79.8,63,5690846.6,6096572.7,11.4,146,151.6,123.6,11161945.7,11587958.1,2963746.7,868624.4,868624.4,868624.5,2963746.8
5864821,AKAM - 30 Crosby Street,12/31/2021,1-00473-7502,1079134,30 Crosby Street,New York,10013,Not Available,50,83.9,88.2,69.5,4764190.2,5011631.4,9,142.5,146.2,118.1,8096226.6,8303212.7,1767901.1,518142.1,509294.8,518142.2,1767901.2
5864822,AKAM - 31 Jane Street,12/31/2021,1-00616-0001,1011064,31 Jane Street,New York,10014,100,50,19.6,18.9,57,1828791.6,1767611.4,5.1,51.9,50.1,151.1,4846875.8,4675571.1,1672368.4,490143.1,472212.2,490143.1,1672368.3
5864823,AKAM - 430 West 34th Street,12/31/2021,1-00731-0060,1012853,430 West 34th Street,New York,10001,96,50,72.3,71.6,116.7,7999323.2,7921769.4,4.3,100.9,99,162.8,11160467.8,10943317.2,1713981.7,502339.2,479609.5,502339.3,1713981.7
5864824,AKAM - 245 Seventh Avenue,12/31/2021,1-00800-7501,1085464,245 Seventh Avenue,New York,10001,43,50,70.5,75,67.4,4501821,4789347.7,7.1,116.6,121.4,111.5,7444966.7,7746869.7,1553174.1,455209.2,455209.2,455209.3,1553174.1
5864825,AKAM - 240 East 35th Street,12/31/2021,1-00915-0038,1020163,240 East 35th Street,New York,10016,72,50,93.5,100.4,109.2,8751819,9396988.1,4.6,126.6,133,147.9,11849767.7,12450518.3,1520204.5,445546.4,432704.8,445546.4,1520204.3
5864826,AKAM - 160 West 66th Street,12/31/2021,1-01137-7501,1077844,160 West 66th Street,New York,10023,Not Available,50,56.9,57.4,37.5,53778036.7,54235387.3,12.1,135.6,134.9,89.3,128133741.6,127500996.8,39742460.9,11647847.6,11430834.1,11647850,39742464.2
5864827,AKAM - 243 West 60th Street,12/31/2021,1-01152-7502,1030315,243 West 60th Street,New York,10023,3,50,100,105.2,63.3,7421137.8,7805722.2,12.1,177.7,182.6,112.5,13192743.1,13557093.2,3086027.6,904462.9,897853.7,904463,3086027.8
5864829,AKAM - 255 East 49th Street,12/31/2021,1-01323-7501,1038254,255 East 49th Street,New York,10017,56,50,79.9,86.1,83.3,14464295.8,15592616.9,7.5,126.4,132.7,131.8,22878531.4,24019854.5,4606073.7,1349962.8,1349962.8,1349963,4606073.8
5864830,AKAM - 196 East 75th Street,12/31/2021,1-01409-0040,1043090,196 East 75th Street,New York,10021,72,50,65.3,66.9,76.4,10839361.7,11112503.4,6.3,107.4,107.9,125.7,17821918.7,17911492.9,3680336.6,1078644.8,1045614.4,1078645,3680336.7
5864831,AKAM - 150 East 85th Street,12/31/2021,1-01513-7502,1047689,150 East 85th Street,New York,10028,10,50,115.1,122.8,83.8,10505411.8,11205793.3,11.9,192,199.8,139.7,17520550.1,18231158.5,3708495.8,1086897.8,1082745.7,1086898,3708496
5864833,AKAM - 145 Park Place,12/31/2021,3-00939-7502,3018945,145 Park Place,Brooklyn,11217,92,50,36,37.7,53.1,2801084,2930814.9,7,78.4,81.4,115.6,6095660.3,6330435.7,1802584,528307.1,544813.2,528307.2,1802584.2
5864834,AKAM - 181 Clermont Avenue/174 Vanderbilt Avenue,12/31/2021,3-02075-7501,3058390;3423539,181 Clermont Avenue/174 Vanderbilt Avenue,Brooklyn,11205,62,50,60.3,62.7,65.3,6395968.4,6650065.7,7,105.6,107.5,114.3,11193962.3,11399182.7,2558968.8,749990.8,739677.3,749990.9,2558969
5864835,AKAM - 4-74 48th Avenue,12/31/2021,4-00018-0001,4000019,4-74 48th Avenue,Queens,11109,82,50,71.1,74.7,91.4,41015746.2,43095499.9,6.1,112,114.9,144,64583860.3,66255174.1,12295615.3,3603638.3,3517818.9,3603639,12295616.3
6379693,AKAM - 330 East 38th Street - Corinthian,12/31/2021,1-00943-7501,1076166,330 East 38th Street,New York,10016,17,50,105.1,106.8,80.6,93449380.3,94998555.9,7.5,164.6,166.4,126.2,146387253.9,147972842.8,22934428,6721695.5,6679927,6721696,22934426.8
6553181,AKAM - 300 West 72nd Street,12/31/2021,1-01183-0035,1030967,300 West 72nd Street,New York,10023,71,50,62.6,66.6,72.7,2062786.3,2192888.2,5.3,97.9,101.7,113.6,3224047.9,3350492.4,604641.3,177210.2,175508.2,177210.2,604641.2
6553196,AKAM - 315 East 77th Street,12/31/2021,1-01452-0006,1045202,315 East 77th Street,New York,10075,96,50,61.2,64.4,99.1,2710866.8,2852149.5,4,88.9,91.7,143.9,3939243.5,4061905.7,624476.2,183023.5,178721.9,183023.5,624476.2
